Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio
India,2021-01-02 05:22:33,30.733839,76.76827800000002,19799,318,19045,436,1709.0601162046937,1.6061417243295115
India,2021-01-02 05:22:33,21.264705,82.035366,280507,3375,264769,12363,952.9311004523644,1.2031785303040563
India,2021-01-02 05:22:33,20.194742,73.080901,3378,2,3365,11,548.6224347272479,0.0592066311426879
India,2021-01-02 05:22:33,28.646519,77.10898,625954,10557,609322,6075,3345.3936690025216,1.6865456567095984
India,2021-01-02 05:22:33,15.359682,74.057396,51135,739,49388,1008,3223.6406619385343,1.4451940940647303
India,2021-01-02 05:22:33,22.694884,71.590923,245772,4309,230893,10570,384.785922946154,1.7532509805836305
India,2021-01-02 05:22:33,29.20004,76.332824,262611,2911,255853,3847,931.0897633627768,1.1084836507229323
India,2021-01-02 05:22:33,31.927213,77.233081,55470,936,51728,2806,744.3684241249443,1.687398593834505
India,2021-01-02 05:22:33,33.75943,76.612638,121227,1884,116079,3264,890.9609651985254,1.554109233091638
India,2021-01-02 05:22:33,23.654536,85.557631,115241,1030,112424,1787,298.5986300235467,0.8937791237493601
India,2021-01-02 05:22:33,14.70518,76.166436,920373,12096,896116,12161,1362.2504587813455,1.3142497661274288
India,2021-01-02 05:22:33,10.450898,76.405749,765924,3095,692480,70349,2145.4788524291544,0.4040870895806894
India,2021-01-02 05:22:33,34.1526,77.5771,9525,127,9144,254,3472.6146509703267,1.3333333333333333
India,2021-01-02 05:22:33,13.6999972,72.18333259999999,0,0,0,0,0.0,2.2286991482179874
India,2021-01-02 05:22:33,23.541513,78.289633,242571,3618,228831,10122,284.17753190892137,1.4915220698269784
India,2021-01-02 05:22:33,19.449759,76.108221,1935636,49580,1828546,57510,1571.844746626888,2.5614320047777577
India,2021-01-02 05:22:33,24.738975,93.882541,28206,356,26678,1172,912.3593543034308,1.262142806495072
India,2021-01-02 05:22:33,25.536934,91.278882,13445,139,13139,167,399.3512954783751,1.0338415767943474
India,2021-01-02 05:22:33,23.309381,92.83822,4219,8,4098,113,340.449499856364,0.1896183929841194
India,2021-01-02 05:22:33,26.06702,94.470302,11929,79,11646,204,530.2496560644887,0.6622516556291391
India,2021-01-02 05:22:33,20.505428,84.418059,329866,1876,325432,2558,711.5877627424119,0.5687157815597849
India,2021-01-02 05:22:33,11.882658,78.86498,38164,633,37115,416,2699.884403859241,1.65863117073682
India,2021-01-02 05:22:33,30.841465000000003,75.40879,166770,5349,157496,3925,553.2926452952227,3.207411404928944
India,2021-01-02 05:22:33,26.583423,73.847973,308852,2700,295987,10165,381.1449475655436,0.8742051208993304
India,2021-01-02 05:22:33,27.571671,88.472712,5900,128,5233,539,854.7615287772129,2.169491525423729
India,2021-01-02 05:22:33,11.006091,78.400624,818935,12135,797391,9409,1052.0576444368512,1.4818025850647487
India,2021-01-02 05:22:33,18.1124,79.0193,287108,1546,279456,6106,729.3904295057569,0.5384733271103557
India,2021-01-02 05:22:33,23.746783,91.743565,33276,385,32779,112,798.0250343302331,1.1569900228392835
India,2021-01-02 05:22:33,35.768908300181025,-71.11371388385798,0,0,46107,0,5738.940929020448,2.2286991482179874
India,2021-01-02 05:22:33,26.925425,80.560982,586751,8379,563278,15094,246.65557366555305,1.4280333565686296
India,2021-01-02 05:22:33,30.156447,79.197608,91281,1515,84692,5074,811.3247896293776,1.6597101258750453
India,2021-01-02 05:22:33,23.814082,87.979803,553216,9738,530366,13112,555.3858759557829,1.7602527764923646
Indonesia,2021-01-02 05:22:33,-0.7893,113.9213,751270,22329,617936,111005,274.66366423980617,2.9721671303259813
Iran,2021-01-02 05:22:33,32.427908,53.68804599999999,1231429,55337,995570,180522,1466.1099009103775,4.493722333971346
Iraq,2021-01-02 05:22:33,33.223191,43.679291,596193,12824,539817,43552,1482.2374430551972,2.1509813097436568
Ireland,2021-01-02 05:22:33,53.1424,-7.6921,93532,2248,23364,67920,1894.2054309250525,2.403455501860326
Israel,2021-01-02 05:22:33,31.046051,34.851612,428510,3356,379910,45244,4950.701521718862,0.7831789223121981
Italy,2021-01-02 05:22:33,42.35122196,13.39843823,35723,1218,23132,11373,2723.661537992345,3.4095680653920444
Italy,2021-01-02 05:22:33,40.63947052,15.80514834,10982,256,4585,6141,1951.075649929202,2.331087233655072
Italy,2021-01-02 05:22:33,38.90597598,16.59440194,24265,479,14923,8863,1246.192474979855,1.9740366783432928
Italy,2021-01-02 05:22:33,40.83956555,14.25084984,191407,2864,110215,78328,3299.1582455600883,1.4962880145449229
Italy,2021-01-02 05:22:33,44.49436681,11.3417208,174141,7808,109546,56787,3904.964640472414,4.4837229601300095
Italy,2021-01-02 05:22:33,45.6494354,13.76813649,50742,1669,37320,11753,4175.54023139843,3.2891884434984826
Italy,2021-01-02 05:22:33,41.89277044,12.48366722,164964,3792,84811,76361,2805.948275598129,2.298683349094348
Italy,2021-01-02 05:22:33,44.41149315,8.9326992,60881,2898,52386,5597,3926.185317030388,4.760105780128447
Italy,2021-01-02 05:22:33,45.46679409,9.190347404,481959,25203,401444,55312,4790.571591640795,5.229282988801952
Italy,2021-01-02 05:22:33,43.61675973,13.5188753,42317,1581,28997,11739,2774.392222759104,3.736087151735709
Italy,2021-01-02 05:22:33,41.55774754,14.65916051,6634,192,4719,1723,2170.6907665476724,2.894181489297558
Italy,2021-01-02 05:22:33,46.49933453,11.35662422,29764,742,18229,10793,5591.394617503072,2.492944496707432
Italy,2021-01-02 05:22:33,46.06893511,11.12123097,22033,952,19182,1899,4069.498982302029,4.320791539962783
Italy,2021-01-02 05:22:33,45.0732745,7.680687483,198886,7960,164397,26529,4565.368792532193,4.002292770732983
Italy,2021-01-02 05:22:33,41.12559576,16.86736689,92359,2481,35965,53913,2292.3252684936137,2.6862568888792646
Italy,2021-01-02 05:22:33,39.21531192,9.110616306,31478,751,14048,16679,1919.8690405107127,2.3857932524302687
Italy,2021-01-02 05:22:33,38.11569725,13.362356699999998,94766,2440,57979,34347,1895.3613188767515,2.574763100690121
Italy,2021-01-02 05:22:33,43.76923077,11.25588885,120917,3700,107381,9836,3242.054664242484,3.0599502137830084
Italy,2021-01-02 05:22:33,43.10675841,12.38824698,29188,625,24759,3804,3309.24077254922,2.141290941482801
Italy,2021-01-02 05:22:33,45.73750286,7.320149366,7290,381,6501,408,5801.091782980281,5.226337448559671
Italy,2021-01-02 05:22:33,45.43490485,12.33845213,258680,6629,159469,92582,5272.884191009353,2.562625637853719
Jamaica,2021-01-02 05:22:33,18.1096,-77.2975,12915,303,10532,2080,436.1464979445562,2.346109175377468
Japan,2021-01-02 05:22:33,35.035551,137.211621,16767,216,13596,2955,222.01363065972885,1.288244766505636
Japan,2021-01-02 05:22:33,39.748679,140.408228,143,1,100,42,14.795807509648316,0.6993006993006993
Japan,2021-01-02 05:22:33,40.781541,140.828896,492,8,385,99,39.47460266646127,1.6260162601626016
Japan,2021-01-02 05:22:33,35.510141,140.198917,11208,121,8660,2427,179.0592106377275,1.0795860099928622
Japan,2021-01-02 05:22:33,33.624835,132.856842,471,13,365,93,35.16985696844793,2.760084925690021
Japan,2021-01-02 05:22:33,35.846614,136.22465400000002,355,12,325,18,46.22775045348772,3.380281690140845
Japan,2021-01-02 05:22:33,33.526032,130.666949,9121,119,7272,1730,178.71421772411628,1.3046815042210285
Japan,2021-01-02 05:22:33,37.378867,140.223295,956,21,673,262,51.80114645256971,2.196652719665272
Japan,2021-01-02 05:22:33,35.778671,137.055925,2348,35,1706,607,118.1926590680398,1.4906303236797274
Japan,2021-01-02 05:22:33,36.504479,138.985605,2339,45,1935,359,120.41456794902948,1.923899102180419
Japan,2021-01-02 05:22:33,34.605309000000005,132.788719,3392,36,1778,1578,120.96240715190233,1.0613207547169812
Japan,2021-01-02 05:22:33,43.385711,142.552318,13536,456,11309,1771,257.82616505103096,3.368794326241135
Japan,2021-01-02 05:22:33,35.039913,134.828057,10128,220,8404,1504,185.28444858301668,2.1721958925750395
Japan,2021-01-02 05:22:33,36.303588,140.319591,2488,38,2123,327,86.98366993473078,1.527331189710611
Japan,2021-01-02 05:22:33,36.769464,136.771027,1084,51,915,118,95.28422211068616,4.704797047970479
Japan,2021-01-02 05:22:33,39.593287,141.361777,389,24,297,68,31.708096405654963,6.169665809768637
Japan,2021-01-02 05:22:33,34.217292,133.969047,306,3,206,97,31.99675431616349,0.9803921568627452
Japan,2021-01-02 05:22:33,31.009484000000004,130.430665,1031,14,875,142,64.34608833825446,1.3579049466537343
Japan,2021-01-02 05:22:33,35.415312,139.338983,21730,280,17855,3595,236.240126945638,1.2885411872986654
Japan,2021-01-02 05:22:33,33.422519,133.367307,669,8,540,121,95.8412902615794,1.195814648729447
Japan,2021-01-02 05:22:33,32.608154,130.74523100000002,1905,18,1466,421,109.00869609004975,0.9448818897637796
Japan,2021-01-02 05:22:33,35.253815,135.443341,4906,53,3431,1422,189.9373470019052,1.0803098247044436
Japan,2021-01-02 05:22:33,34.508018,136.376013,1297,18,1108,171,72.82908132037946,1.3878180416345411
Japan,2021-01-02 05:22:33,38.446859,140.927086,2221,16,1694,511,96.29872114778016,0.720396217919856
Japan,2021-01-02 05:22:33,32.193203999999994,131.299374,783,9,668,106,72.9525081966755,1.1494252873563218
Japan,2021-01-02 05:22:33,36.132134,138.045528,1206,15,1029,162,58.864012417085206,1.243781094527363
Japan,2021-01-02 05:22:33,33.235712,129.608033,675,4,311,360,50.88486902611638,0.5925925925925926
Japan,2021-01-02 05:22:33,34.317451,135.871644,2000,24,1620,356,150.3620341878157,1.2
Japan,2021-01-02 05:22:33,37.521819,138.918647,545,3,436,106,24.51525028496167,0.5504587155963303
Japan,2021-01-02 05:22:33,33.200697,131.43323999999998,700,6,561,133,61.65043498785487,0.8571428571428571
Japan,2021-01-02 05:22:33,34.89246,133.826252,1390,15,762,613,73.56108692591923,1.079136690647482
Japan,2021-01-02 05:22:33,25.768923,126.668016,5411,81,4902,428,372.3588738535393,1.4969506560709664
Japan,2021-01-02 05:22:33,34.620965000000005,135.507481,30297,588,25866,3843,343.9181697927535,1.940786216457075
Japan,2021-01-02 05:22:33,35.768908300181025,-71.11371388385798,1900,1,1750,149,5738.940929020448,0.0526315789473684
Japan,2021-01-02 05:22:33,33.286977,130.115738,469,3,409,57,57.566425395017376,0.6396588486140725
Japan,2021-01-02 05:22:33,35.997101,139.347635,14511,211,11017,3283,197.43681810927345,1.4540693267176623
Japan,2021-01-02 05:22:33,35.21582700000001,136.138064,1199,12,937,250,84.79832638232234,1.000834028356964
Japan,2021-01-02 05:22:33,35.07076,132.55406399999998,209,0,178,31,30.99299172828192,0.0
Japan,2021-01-02 05:22:33,34.916975,138.40778400000002,2717,41,2177,499,74.57058104123256,1.5090172984909829
Japan,2021-01-02 05:22:33,36.689912,139.819213,1534,6,1006,522,79.31788685567143,0.3911342894393741
Japan,2021-01-02 05:22:33,33.919178,134.242091,199,9,183,7,27.33602847342705,4.522613065326633
Japan,2021-01-02 05:22:33,35.711343,139.446921,61105,631,50365,10109,438.951794178194,1.0326487194173963
Japan,2021-01-02 05:22:33,35.359069,133.863619,119,0,66,53,21.41990575241469,0.0
Japan,2021-01-02 05:22:33,36.637464,137.26934599999998,562,26,478,58,53.85710808412442,4.6263345195729535
Japan,2021-01-02 05:22:33,35.768908300181025,-71.11371388385798,8,0,8,0,5738.940929020448,0.0
Japan,2021-01-02 05:22:33,33.911879,135.505446,629,7,565,57,68.00492576219034,1.1128775834658189
Japan,2021-01-02 05:22:33,38.448396,140.102154,390,9,304,77,36.18932025321389,2.3076923076923075
Japan,2021-01-02 05:22:33,34.201190000000004,131.573293,589,3,460,126,43.36187806257068,0.5093378607809848
Japan,2021-01-02 05:22:33,35.612364,138.61148899999998,576,11,482,83,71.02728138148062,1.9097222222222223
Jordan,2021-01-02 05:22:33,31.24,36.51,295765,3851,271834,20080,2898.764497987874,1.302047233445472
Kazakhstan,2021-01-02 05:22:33,48.0196,66.9237,202060,2749,176774,22537,1076.12053593849,1.3604869840641394
Kenya,2021-01-02 05:22:33,-0.0236,37.9062,96614,1681,78802,16131,179.6757749952112,1.7399134700975014
"Korea, South",2021-01-02 05:22:33,35.90775700000001,127.766922,62593,942,43578,18073,122.08698547039457,1.504960618599524
Kosovo,2021-01-02 05:22:33,42.602636,20.902977,51502,1336,41854,8312,2844.8391098816483,2.594074016543047
Kuwait,2021-01-02 05:22:33,29.31166,47.481766,150869,936,146777,3156,3532.7660544991377,0.6204057825000497
Kyrgyzstan,2021-01-02 05:22:33,41.20438,74.766098,81156,1356,76148,3652,1243.924342497024,1.6708561289368624
Laos,2021-01-02 05:22:33,19.85627,102.495496,41,0,40,1,0.5635308146896265,0.0
Latvia,2021-01-02 05:22:33,56.8796,24.6032,41615,644,29018,11953,2206.285434964017,1.5475189234650968
Lebanon,2021-01-02 05:22:33,33.8547,35.8623,183888,1479,127959,54450,2694.155191707732,0.8042939180370661
Lesotho,2021-01-02 05:22:33,-29.61,28.2336,3206,51,1496,1659,149.65559607366453,1.5907673112913288
Liberia,2021-01-02 05:22:33,6.4280550000000005,-9.429499,1800,83,1406,311,35.589461327799306,4.611111111111111
Libya,2021-01-02 05:22:33,26.3351,17.228331,100744,1487,73252,26005,1466.1591052738738,1.4760184229333757
Liechtenstein,2021-01-02 05:22:33,47.14,9.55,2245,44,1810,391,5886.671736109291,1.959910913140312
Lithuania,2021-01-02 05:22:33,55.1694,23.8813,147862,1841,98149,45444,5342.191558507155,1.2631506566733135
Luxembourg,2021-01-02 05:22:33,49.8153,6.1296,46415,495,40978,4942,7414.821015502192,1.0664655822471183
MS Zaandam,2021-01-02 05:22:33,35.768908300181025,-71.11371388385798,9,2,7,0,5738.940929020448,22.22222222222222
Madagascar,2021-01-02 05:22:33,-18.766947,46.869107,17714,261,17228,225,63.9701991465175,1.4734108614655077
Malawi,2021-01-02 05:22:33,-13.2543,34.3015,6684,191,5708,785,34.93996718758617,2.857570317175344
Maldives,2021-01-02 05:22:33,3.2028,73.2207,13804,48,13150,606,2553.733104920617,0.3477252970153578
Mali,2021-01-02 05:22:33,17.570692,-3.996166000000001,7203,271,4694,2238,35.56890545841223,3.762321255032625
Malta,2021-01-02 05:22:33,35.9375,14.3754,12909,219,11178,1512,2923.6375495709326,1.69649082035789
Marshall Islands,2021-01-02 05:22:33,7.1315,171.1845,4,0,4,0,6.847790731515245,0.0
Mauritania,2021-01-02 05:22:33,21.0079,-10.9408,14581,349,11652,2580,313.59282184073675,2.393525821274261
Mauritius,2021-01-02 05:22:33,-20.348404,57.552152,527,10,496,21,41.43840813608153,1.8975332068311197
Mexico,2021-01-02 05:22:33,21.8853,-102.2916,17021,1371,0,15650,1186.4341801224705,8.054755889783209
Mexico,2021-01-02 05:22:33,30.8406,-115.2838,34889,5559,0,29330,959.8422831310518,15.933388747169596
Mexico,2021-01-02 05:22:33,26.0444,-111.6661,17820,784,0,17036,2214.4678566635357,4.399551066217733
Mexico,2021-01-02 05:22:33,19.8301,-90.5349,7273,972,0,6301,726.8515326043831,13.364498831293826
Mexico,2021-01-02 05:22:33,16.7569,-93.1292,8293,1206,0,7087,144.72022472557168,14.542385144097432
Mexico,2021-01-02 05:22:33,28.633000000000006,-106.0691,36517,4440,0,32077,960.5977871290892,12.158720595886848
Mexico,2021-01-02 05:22:33,19.4326,-99.1332,334137,16873,0,317264,3704.957895559699,5.049725112753152
Mexico,2021-01-02 05:22:33,27.0587,-101.7068,49685,4198,0,45487,1543.6260376795744,8.44923014994465
Mexico,2021-01-02 05:22:33,19.1223,-104.0072,7949,799,0,7150,1012.4141409381356,10.051578814945277
Mexico,2021-01-02 05:22:33,24.5593,-104.6588,25248,1555,0,23693,1350.885716181308,6.158903675538657
Mexico,2021-01-02 05:22:33,21.019,-101.2574,83520,5365,0,78155,1341.0027817137443,6.423611111111111
Mexico,2021-01-02 05:22:33,17.4392,-99.5451,26024,2716,0,23308,711.6122074416305,10.43652013525976
Mexico,2021-01-02 05:22:33,20.0911,-98.7624,24599,3429,0,21170,797.0090856249356,13.93959104028619
Mexico,2021-01-02 05:22:33,20.6595,-103.3494,52399,6079,0,46320,623.078630813277,11.601366438290809
Mexico,2021-01-02 05:22:33,19.4969,-99.7233,147443,19017,0,128426,846.0223585434527,12.897865615865117
Mexico,2021-01-02 05:22:33,19.5665,-101.7068,33235,2764,0,30471,688.7510488765597,8.316533774635174
Mexico,2021-01-02 05:22:33,18.6813,-99.1013,9930,1456,0,8474,485.7983481877716,14.662638469284994
Mexico,2021-01-02 05:22:33,21.7514,-104.8455,7922,1053,0,6869,614.7895614599429,13.292097955061854
Mexico,2021-01-02 05:22:33,25.5922,-99.9962,83209,5202,0,78007,1483.1859309362865,6.251727577545698
Mexico,2021-01-02 05:22:33,17.0732,-96.7266,28404,2130,0,26274,685.4920355353433,7.498943810730883
Mexico,2021-01-02 05:22:33,19.0414,-98.2063,47636,5755,0,41881,721.2711548620771,12.081199093122848
Mexico,2021-01-02 05:22:33,20.5888,-100.3899,32582,1890,0,30692,1429.2626413766752,5.8007488797495546
Mexico,2021-01-02 05:22:33,19.1817,-88.4791,15968,2031,0,13937,926.61637049335,12.719188376753507
Mexico,2021-01-02 05:22:33,22.1565,-100.9855,39968,3074,0,36894,1394.4877818335588,7.691152922337871
Mexico,2021-01-02 05:22:33,25.1721,-107.4795,26847,4238,0,22609,850.483768675511,15.785748873244684
Mexico,2021-01-02 05:22:33,29.2972,-110.3309,52146,4196,0,47950,1695.945517433153,8.04663828481571
Mexico,2021-01-02 05:22:33,17.8409,-92.6189,44592,3207,0,41385,1733.5546150176865,7.191872981700754
Mexico,2021-01-02 05:22:33,24.2669,-98.8363,39416,3281,0,36135,1079.7123323769613,8.324030850416074
Mexico,2021-01-02 05:22:33,19.3139,-98.2404,11351,1420,0,9931,822.529675488094,12.509911021055414
Mexico,2021-01-02 05:22:33,35.768908300181025,-71.11371388385798,0,0,1083768,0,5738.940929020448,2.2286991482179874
Mexico,2021-01-02 05:22:33,19.1738,-96.1342,43211,6353,0,36858,505.9917830053929,14.702274883710166
Mexico,2021-01-02 05:22:33,20.7099,-89.0943,26748,2323,0,24425,1184.012380162348,8.684761477493645
Mexico,2021-01-02 05:22:33,22.7709,-102.5832,21203,1771,0,19432,1272.3637293225142,8.35259161439419
Moldova,2021-01-02 05:22:33,47.4116,28.3699,145258,3004,131701,10553,3600.875863263991,2.0680444450563824
Monaco,2021-01-02 05:22:33,43.7333,7.4167,885,3,718,164,2255.121802058913,0.3389830508474576
Mongolia,2021-01-02 05:22:33,46.8625,103.8467,1220,1,855,386,37.885581882272845,0.0805152979066022
Montenegro,2021-01-02 05:22:33,42.708678000000006,19.37439,48589,684,38780,9125,7736.338132222615,1.4077260285249749
Morocco,2021-01-02 05:22:33,31.7917,-7.0926,440970,7425,409638,23907,1194.698817612023,1.6837880127899858
Mozambique,2021-01-02 05:22:33,-18.665695,35.529562,18794,167,16680,1947,60.130342130896594,0.8885814621687773
Namibia,2021-01-02 05:22:33,-22.9576,18.4904,24545,208,20727,3610,965.990217701018,0.8474231004277857
Nepal,2021-01-02 05:22:33,28.1667,84.25,261019,1864,253107,6048,895.8393795229731,0.7141242591535482
Netherlands,2021-01-02 05:22:33,12.5211,-69.9683,5509,49,5179,281,5159.8823595526665,0.8894536213468869
Netherlands,2021-01-02 05:22:33,12.1784,-68.2385,196,3,180,13,747.492467869265,1.530612244897959
Netherlands,2021-01-02 05:22:33,12.1696,-68.99,4289,16,2950,1323,2613.6502132845826,0.3730473303800419
Netherlands,2021-01-02 05:22:33,52.862485,6.618435000000002,13733,140,0,13577,2778.5092427919185,1.0206313333819348
Netherlands,2021-01-02 05:22:33,52.550383,5.515162,19687,157,0,19545,4657.451994109039,0.7968734138666125
Netherlands,2021-01-02 05:22:33,53.087337,5.7925,15047,177,0,14858,2313.229952135295,1.1772530761556368
Netherlands,2021-01-02 05:22:33,52.061738,5.939114,89615,1305,0,88225,4292.764167152456,1.4741191579652688
Netherlands,2021-01-02 05:22:33,53.217922,6.741514,15519,97,0,15158,2603.837737639665,0.6358570960340871
Netherlands,2021-01-02 05:22:33,51.209227,5.93387,48067,1029,0,46968,4295.914522095845,2.137767220902613
Netherlands,2021-01-02 05:22:33,51.561174,5.184942,125157,2384,0,123374,4907.109176712038,1.9027248801354888
Netherlands,2021-01-02 05:22:33,52.60090600000001,4.918688,137991,1655,0,136124,4784.674705255412,1.1990477296481246
Netherlands,2021-01-02 05:22:33,52.444558,6.441722,55192,695,0,54225,4724.597085699833,1.2636792366940404
Netherlands,2021-01-02 05:22:33,18.0425,-63.0548,1458,27,1342,89,3400.027983769414,1.851851851851852
Netherlands,2021-01-02 05:22:33,35.768908300181025,-71.11371388385798,2402,46,0,3666,5738.940929020448,0.918918918918919
Netherlands,2021-01-02 05:22:33,52.084251,5.163824,67520,871,0,66595,4979.576833767089,1.289557548358408
Netherlands,2021-01-02 05:22:33,51.47936,3.861559,10626,130,0,10500,2771.664302403204,1.213660739486311
Netherlands,2021-01-02 05:22:33,51.937835,4.462114,204608,2843,0,200820,5491.418007838874,1.3944809977413335
New Zealand,2021-01-02 05:22:33,-40.9006,174.886,2162,26,2082,55,44.83400117746281,1.156336725254394
