Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Incident_Rate,Case_Fatality_Ratio
US,2021-01-02 05:22:33,44.99690221,-85.15503082,618,9,0,609,2649.631281083862,1.4563106796116505
US,2021-01-02 05:22:33,44.0636262,-83.89277559,597,24,0,573,4011.288046764765,4.0201005025125625
US,2021-01-02 05:22:33,46.6720582,-88.36363591,545,28,0,517,6639.054696065295,5.137614678899083
US,2021-01-02 05:22:33,42.59513984,-85.30834519,2968,34,0,2934,4822.095857026808,1.1455525606469004
US,2021-01-02 05:22:33,43.70639106,-83.98731479,6219,187,0,6032,6030.48697709598,3.006914294902717
US,2021-01-02 05:22:33,44.63899297,-86.01608482,658,26,0,632,3703.703703703704,3.951367781155015
US,2021-01-02 05:22:33,41.95447397,-86.41313079999998,9218,189,0,9029,6009.087294085436,2.0503362985463225
US,2021-01-02 05:22:33,41.91600556,-85.05929476,3070,68,0,3002,7054.714249603603,2.214983713355049
US,2021-01-02 05:22:33,42.24633834,-85.00493569,7802,189,0,7613,5815.487593079853,2.4224557805690847
US,2021-01-02 05:22:33,41.91522292,-85.99405727,3194,45,0,3149,6167.571012030046,1.408891671884784
US,2021-01-02 05:22:33,45.37790017,-85.19614053,849,10,0,839,3247.523237577937,1.1778563015312131
US,2021-01-02 05:22:33,45.44787015,-84.50122149,737,33,0,704,2915.8094635227094,4.477611940298507
US,2021-01-02 05:22:33,46.29552653,-84.54353449,1385,14,0,1371,3708.2652815336414,1.0108303249097472
US,2021-01-02 05:22:33,43.98794227,-84.84819859999998,1224,41,0,1183,3954.765751211632,3.349673202614379
US,2021-01-02 05:22:33,42.94400871,-84.60145248,3879,40,0,3839,4873.421697342798,1.031193606599639
US,2021-01-02 05:22:33,44.68255561,-84.61006219,457,6,0,451,3257.537957088887,1.312910284463895
US,2021-01-02 05:22:33,45.90484910000001,-86.9080745,2889,77,0,2812,8073.4406438631795,2.665282104534441
US,2021-01-02 05:22:33,46.00999672,-87.86961634,2174,68,0,2106,8613.653472800032,3.1278748850046
US,2021-01-02 05:22:33,42.59599185,-84.83740035,4667,88,0,4579,4232.4155693401535,1.8855796014570387
US,2021-01-02 05:22:33,45.52625509,-84.89083249,1207,33,0,1174,3612.150231931768,2.734051367025684
US,2021-01-02 05:22:33,35.768908300181025,-71.11371388385798,289,5,0,284,5738.940929020448,1.7301038062283738
US,2021-01-02 05:22:33,43.02244215,-83.70589709,21619,596,0,21023,5327.330568513084,2.756834266154771
US,2021-01-02 05:22:33,43.98901072,-84.38774817,1184,32,0,1152,4652.442139180322,2.702702702702702
US,2021-01-02 05:22:33,46.40862701,-89.69377193,1002,38,0,964,7169.94633273703,3.7924151696606794
US,2021-01-02 05:22:33,44.69565625,-85.55585247,3015,46,0,2969,3238.8707459608117,1.5257048092868988
US,2021-01-02 05:22:33,43.29265605,-84.60505416,2417,69,0,2348,5936.970351993319,2.854778651220521
US,2021-01-02 05:22:33,41.88753639,-84.59312019,2588,57,0,2531,5674.816357855499,2.2024729520865534
US,2021-01-02 05:22:33,46.89988536,-88.68495385,1974,32,0,1942,5531.891043604977,1.6210739614994931
US,2021-01-02 05:22:33,43.83353985,-83.04078453,1523,42,0,1481,4915.916206707337,2.757715036112935
US,2021-01-02 05:22:33,42.59716886,-84.37472069,12635,184,0,12451,4321.046763746298,1.4562722595963593
US,2021-01-02 05:22:33,42.94502238,-85.07413319,3393,43,0,3350,5244.447192296397,1.2673150604185086
US,2021-01-02 05:22:33,44.35486835,-83.63484895,1104,46,0,1058,4393.680105066263,4.166666666666667
US,2021-01-02 05:22:33,46.20974132,-88.53136251,813,37,0,776,7346.828122176034,4.551045510455104
US,2021-01-02 05:22:33,43.64060976,-84.84664923,3426,42,0,3384,4903.251660178612,1.2259194395796849
US,2021-01-02 05:22:33,42.24807035,-84.42258681,7675,154,0,7521,4841.965806573718,2.006514657980456
US,2021-01-02 05:22:33,42.24542231,-85.53038622,12232,240,0,11992,4614.6997351603,1.962066710268149
US,2021-01-02 05:22:33,44.68512729,-85.09085699,491,12,0,479,2722.031267324537,2.443991853360489
US,2021-01-02 05:22:33,43.03197711,-85.54934642,43274,543,0,42731,6587.056952150451,1.2547950270370198
US,2021-01-02 05:22:33,47.63197653,-88.41434263,82,2,0,80,3875.2362948960304,2.4390243902439024
US,2021-01-02 05:22:33,43.99050893,-85.802173,304,9,0,295,2564.751539694592,2.960526315789474
US,2021-01-02 05:22:33,43.09052506,-83.22153148,4023,101,0,3922,4592.09880489002,2.5105642555306984
US,2021-01-02 05:22:33,44.94430054,-85.80150326,626,7,0,619,2876.706033730068,1.1182108626198084
US,2021-01-02 05:22:33,41.89475156,-84.06603727,4207,61,0,4146,4273.191740053428,1.449964345139054
US,2021-01-02 05:22:33,42.60302282,-83.91297209,7825,73,0,7752,4075.6269694523294,0.9329073482428116
US,2021-01-02 05:22:33,46.47227431,-85.54471223,192,0,0,192,3082.35671857441,0.0
US,2021-01-02 05:22:33,46.07028979,-85.04980537,380,2,0,378,3518.844337438652,0.5263157894736842
US,2021-01-02 05:22:33,42.69158356,-82.92752801,49473,1601,0,47872,5660.707665691807,3.236108584480424
US,2021-01-02 05:22:33,44.33352407,-86.05626916,591,15,0,576,2406.5477644759344,2.538071065989848
US,2021-01-02 05:22:33,46.4338914,-87.64043701,3557,52,0,3505,5332.913536934587,1.4619061006466123
US,2021-01-02 05:22:33,43.99509218,-86.24988902,979,19,0,960,3359.181992863025,1.940755873340143
US,2021-01-02 05:22:33,43.64064262,-85.32463223,1651,14,0,1637,3799.507513865556,0.8479709267110842
US,2021-01-02 05:22:33,45.58038692,-87.55370409,1689,25,0,1664,7414.398595258999,1.4801657785671996
US,2021-01-02 05:22:33,35.768908300181025,-71.11371388385798,20981,124,0,20857,5738.940929020448,0.5910109146370526
US,2021-01-02 05:22:33,43.64330771,-84.38804374,4011,44,0,3967,4823.464332098706,1.0969832959361756
US,2021-01-02 05:22:33,44.33772443,-85.09256478,479,8,0,471,3168.408519645456,1.6701461377870563
US,2021-01-02 05:22:33,41.92734151,-83.53749864,7595,149,0,7446,5046.511627906977,1.9618169848584597
US,2021-01-02 05:22:33,43.31082541,-85.15252824,2932,65,0,2867,4589.2812421738045,2.2169167803547065
US,2021-01-02 05:22:33,45.0275929,-84.12696227,286,9,0,277,3066.0377358490564,3.1468531468531467
US,2021-01-02 05:22:33,43.29123859,-86.15176712,9333,260,0,9073,5377.205213002547,2.7858137790635378
US,2021-01-02 05:22:33,43.554374,-85.80070107,2253,33,0,2220,4599.836668027767,1.4647137150466043
US,2021-01-02 05:22:33,42.66090111,-83.38595416,61195,1636,0,59559,4866.076540414,2.6734210311299944
US,2021-01-02 05:22:33,43.64124435,-86.26726673,1605,43,0,1562,6064.155363282578,2.6791277258566977
US,2021-01-02 05:22:33,44.33481032,-84.12725175,921,30,0,891,4386.340905843692,3.257328990228013
US,2021-01-02 05:22:33,46.665226200000006,-89.31390481,306,16,0,290,5349.650349650349,5.228758169934641
US,2021-01-02 05:22:33,43.98992088,-85.32566756,841,18,0,823,3584.825234441603,2.140309155766944
US,2021-01-02 05:22:33,44.68192279,-84.12939244,308,15,0,293,3737.4105084334415,4.87012987012987
US,2021-01-02 05:22:33,45.02085831,-84.59898295,1015,22,0,993,4114.642451759364,2.167487684729064
US,2021-01-02 05:22:33,42.95996803,-85.9969107,18475,272,0,18203,6330.740499605935,1.4722598105548037
US,2021-01-02 05:22:33,35.768908300181025,-71.11371388385798,2490,10,0,2480,5738.940929020448,0.4016064257028112
US,2021-01-02 05:22:33,45.34018577,-83.91498656,530,9,0,521,4209.021601016519,1.69811320754717
US,2021-01-02 05:22:33,44.33473082,-84.61067651,963,27,0,936,4009.3259502893534,2.803738317757009
US,2021-01-02 05:22:33,43.33433923,-84.05131209999998,12336,383,0,11953,6474.265111079621,3.10473411154345
US,2021-01-02 05:22:33,43.42406072,-82.82055898,1497,57,0,1440,3636.142822443527,3.8076152304609217
US,2021-01-02 05:22:33,46.19235734,-86.19972234,229,4,0,225,2829.256239189523,1.7467248908296944
US,2021-01-02 05:22:33,42.95392800000001,-84.14585902,2954,58,0,2896,4336.337746983353,1.963439404197698
US,2021-01-02 05:22:33,42.92655373,-82.67937954,7026,158,0,6868,4415.313458347997,2.2487902077996016
US,2021-01-02 05:22:33,41.91441767,-85.52797979,3584,50,0,3534,5878.879338626074,1.3950892857142858
US,2021-01-02 05:22:33,43.46606813,-83.41897025,2637,89,0,2548,5047.372954349698,3.3750474023511567
US,2021-01-02 05:22:33,35.768908300181025,-71.11371388385798,17,0,0,17,5738.940929020448,0.0
US,2021-01-02 05:22:33,42.25190229,-86.01939087,4044,78,0,3966,5343.76362699367,1.9287833827893173
US,2021-01-02 05:22:33,42.253105,-83.83853204,13702,193,0,13509,3727.4109700463273,1.4085534958400234
US,2021-01-02 05:22:33,42.28098405,-83.281255,84941,3624,0,81317,4855.594357424473,4.266490858360509
US,2021-01-02 05:22:33,44.33853602,-85.57712739,990,18,0,972,2943.712646070589,1.818181818181818
US,2021-01-02 05:22:33,46.60962049,-93.4116826,1023,32,0,991,6439.632380712577,3.1280547409579667
US,2021-01-02 05:22:33,45.27476015,-93.24604565,28973,323,0,28650,8117.482580178807,1.1148310495979017
US,2021-01-02 05:22:33,46.93479392,-95.67158144,2680,36,0,2644,7785.492258083258,1.3432835820895523
US,2021-01-02 05:22:33,47.97373527,-94.93732139,2871,41,0,2830,6084.173942527761,1.4280738418669454
US,2021-01-02 05:22:33,45.69804958,-93.99514135,3888,78,0,3810,9508.669813397246,2.006172839506173
US,2021-01-02 05:22:33,45.42712824,-96.41403739,434,3,0,431,8695.652173913044,0.6912442396313364
US,2021-01-02 05:22:33,44.03554215,-94.06699781,5040,28,0,5012,7449.780497538912,0.5555555555555556
US,2021-01-02 05:22:33,44.24205652,-94.72562874,2011,32,0,1979,8041.426743442098,1.5912481352560914
US,2021-01-02 05:22:33,46.59180601,-92.67601019,2595,37,0,2558,7234.256084302083,1.4258188824662814
US,2021-01-02 05:22:33,44.82017001,-93.8009918,6449,33,0,6416,6136.703175403705,0.5117072414327802
US,2021-01-02 05:22:33,46.95043611,-94.32603968,1928,20,0,1908,6474.361126968669,1.037344398340249
US,2021-01-02 05:22:33,45.02343421,-95.56403693,1275,29,0,1246,10805.084745762711,2.2745098039215685
US,2021-01-02 05:22:33,45.5021011,-92.90861945,4149,27,0,4122,7333.109457572597,0.6507592190889371
US,2021-01-02 05:22:33,46.89289518,-96.48761922,6163,78,0,6085,9596.39998754321,1.2656173941262372
US,2021-01-02 05:22:33,47.57992111,-95.37790562,657,14,0,643,7450.669085960535,2.13089802130898
US,2021-01-02 05:22:33,47.90504893,-90.52629546,104,0,0,104,1903.7159070108,0.0
US,2021-01-02 05:22:33,44.00715262,-95.18138802,1221,15,0,1206,10905.680600214362,1.2285012285012284
US,2021-01-02 05:22:33,46.48096553,-94.06755609,4509,64,0,4445,6931.058335254785,1.419383455311599
US,2021-01-02 05:22:33,44.67172617,-93.06299363,30280,277,0,30003,7057.929565219418,0.9147952443857332
US,2021-01-02 05:22:33,44.02238415,-92.86244324,1175,4,0,1171,5612.878570746155,0.3404255319148936
US,2021-01-02 05:22:33,45.93348491,-95.45335469,3481,59,0,3422,9126.661597755696,1.694915254237288
US,2021-01-02 05:22:33,43.67381499,-93.94787458,911,11,0,900,6672.526184721307,1.2074643249176729
US,2021-01-02 05:22:33,43.67394126,-92.08980382,1110,1,0,1109,5268.903973038401,0.09009009009009
US,2021-01-02 05:22:33,43.67385583,-93.34884422,1992,18,0,1974,6578.382484065916,0.9036144578313252
US,2021-01-02 05:22:33,44.40849741,-92.7234195,3059,42,0,3017,6601.208459214501,1.3729977116704806
US,2021-01-02 05:22:33,45.93424769,-96.01139609,390,7,0,383,6530.4755525787,1.794871794871795
US,2021-01-02 05:22:33,45.00761521,-93.47694895,86273,1382,0,84891,6815.458157133231,1.601891669467852
US,2021-01-02 05:22:33,43.67129565,-91.49143057,1185,12,0,1173,6370.967741935484,1.0126582278481011
US,2021-01-02 05:22:33,47.10778564,-94.91693868,1396,37,0,1359,6495.742403796939,2.650429799426934
US,2021-01-02 05:22:33,45.56181234,-93.29487636,2636,31,0,2605,6493.250566558281,1.1760242792109257
US,2021-01-02 05:22:33,47.51009045,-93.63092229,2692,39,0,2653,5964.990028805672,1.448736998514116
US,2021-01-02 05:22:33,43.67423373,-95.15398258,791,8,0,783,8033.7192768637,1.011378002528445
US,2021-01-02 05:22:33,45.9459309,-93.29275192,924,18,0,906,5655.873171328885,1.948051948051948
US,2021-01-02 05:22:33,45.1526059,-95.00586446,5379,65,0,5314,12451.677122155605,1.2084030488938464
US,2021-01-02 05:22:33,48.77754106,-96.78317184,341,18,0,323,7933.92275476966,5.278592375366569
US,2021-01-02 05:22:33,48.24539665,-93.78352843,546,9,0,537,4464.796794504866,1.6483516483516485
US,2021-01-02 05:22:33,44.9973857,-96.17488219,603,14,0,589,9104.635361618602,2.321724709784412
US,2021-01-02 05:22:33,47.64270764,-91.44557998,547,15,0,532,5140.494314444131,2.742230347349177
US,2021-01-02 05:22:33,48.77217001,-94.90274472,152,1,0,151,4064.171122994652,0.6578947368421053
US,2021-01-02 05:22:33,44.37136597,-93.72844721,1950,15,0,1935,6750.441375012982,0.7692307692307693
US,2021-01-02 05:22:33,44.41311883,-96.26688165,454,1,0,453,8051.072885263345,0.2202643171806167
US,2021-01-02 05:22:33,44.41327865,-95.83806103,2847,29,0,2818,11176.101122713357,1.0186160871092378
US,2021-01-02 05:22:33,47.32557075,-95.80921485,396,7,0,389,7164.827211869007,1.7676767676767675
US,2021-01-02 05:22:33,48.35825983,-96.37017407,675,12,0,663,7230.077120822622,1.7777777777777777
US,2021-01-02 05:22:33,43.67429718,-94.55099908,1570,25,0,1545,7976.426357770665,1.5923566878980893
US,2021-01-02 05:22:33,44.82367677,-94.27287017,3073,39,0,3034,8561.557963948402,1.269118125610153
US,2021-01-02 05:22:33,45.12328869,-94.52839455,1879,32,0,1847,8091.464990095599,1.7030335284725917
US,2021-01-02 05:22:33,45.93705297,-93.63236823,2028,43,0,1985,7717.776001826693,2.120315581854044
US,2021-01-02 05:22:33,46.01265363,-94.27341528,2914,43,0,2871,8728.209429102018,1.4756348661633494
US,2021-01-02 05:22:33,43.67142874,-92.75234549,3321,25,0,3296,8289.651040886625,0.7527853056308341
US,2021-01-02 05:22:33,44.02216709,-95.76328482,755,5,0,750,9214.059067610448,0.6622516556291391
US,2021-01-02 05:22:33,44.35291112,-94.24710352,2073,32,0,2041,6048.316508140281,1.5436565364206465
US,2021-01-02 05:22:33,43.67434621,-95.75329576,3530,46,0,3484,16320.680567756252,1.3031161473087818
US,2021-01-02 05:22:33,47.32628443,-96.45620947,410,8,0,402,6431.372549019608,1.951219512195122
US,2021-01-02 05:22:33,44.00374114,-92.40209944,9309,61,0,9248,5880.866494412261,0.6552798367171554
US,2021-01-02 05:22:33,46.40846929,-95.70835255,4216,50,0,4166,7176.658836346304,1.1859582542694498
US,2021-01-02 05:22:33,48.06642577,-96.0370814,905,14,0,891,6409.802393937248,1.5469613259668509
US,2021-01-02 05:22:33,46.12105238,-92.74070188,2472,12,0,2460,8357.280503059603,0.4854368932038835
US,2021-01-02 05:22:33,44.02301619,-96.25841142,875,21,0,854,9587.990357221126,2.4
US,2021-01-02 05:22:33,47.77372465,-96.40134647,3198,49,0,3149,10196.403519959187,1.5322076297686054
US,2021-01-02 05:22:33,45.58606667,-95.44451209,690,4,0,686,6133.878566983732,0.5797101449275363
US,2021-01-02 05:22:33,45.01625271,-93.09872295,37111,688,0,36423,6743.518782674112,1.8538977661609768
US,2021-01-02 05:22:33,47.87197525,-96.09561104,309,4,0,305,7620.221948212084,1.2944983818770226
US,2021-01-02 05:22:33,44.40555844,-95.25207021,1308,26,0,1282,8622.280817402769,1.9877675840978597
US,2021-01-02 05:22:33,44.72836381,-94.94553734,1291,39,0,1252,8874.072037393456,3.020914020139427
US,2021-01-02 05:22:33,44.3543376,-93.29658715,5516,55,0,5461,8236.27784745864,0.9970993473531544
US,2021-01-02 05:22:33,43.67482683,-96.25296832,1025,10,0,1015,11003.757380568975,0.975609756097561
US,2021-01-02 05:22:33,48.77501878,-95.81079919,1599,14,0,1585,10544.015825914936,0.8755472170106317
US,2021-01-02 05:22:33,44.6490231,-93.53340251,11016,81,0,10935,7392.64359485414,0.7352941176470589
US,2021-01-02 05:22:33,45.44447208,-93.77617511,7654,57,0,7597,7871.408297167773,0.7447086490723804
US,2021-01-02 05:22:33,44.5796592,-94.23164924,1021,5,0,1016,6868.483013790784,0.4897159647404505
US,2021-01-02 05:22:33,47.6048407,-92.46879855,12538,205,0,12333,6298.287034711408,1.6350295102887222
US,2021-01-02 05:22:33,45.55192576,-94.61078221,16946,172,0,16774,10520.564954213876,1.014988787914552
US,2021-01-02 05:22:33,44.02240351,-93.22627088,2512,9,0,2503,6854.211574667795,0.35828025477707
US,2021-01-02 05:22:33,45.58613007,-96.00163705,671,6,0,665,6843.447220805711,0.8941877794336811
US,2021-01-02 05:22:33,45.2829032,-95.68264092,790,16,0,774,8525.793222533996,2.0253164556962027
US,2021-01-02 05:22:33,46.06996226,-94.89785296,2226,27,0,2199,9025.300032435938,1.2129380053908356
US,2021-01-02 05:22:33,45.77298854,-96.47062949,216,2,0,214,6627.799938631482,0.925925925925926
US,2021-01-02 05:22:33,35.768908300181025,-71.11371388385798,444,59,0,385,5738.940929020448,13.288288288288287
US,2021-01-02 05:22:33,44.28424356,-92.23121312,1500,2,0,1498,6935.774726036899,0.1333333333333333
US,2021-01-02 05:22:33,46.58589171,-94.96968506,1123,12,0,1111,8207.864347317643,1.068566340160285
US,2021-01-02 05:22:33,44.02211116,-93.58720034,1755,13,0,1742,9429.400386847195,0.7407407407407407
US,2021-01-02 05:22:33,45.03864533,-92.88429635,18467,190,0,18277,7036.655997561347,1.0288622949044242
US,2021-01-02 05:22:33,43.97823903,-94.61413846,1024,7,0,1017,9397.081765623569,0.68359375
US,2021-01-02 05:22:33,46.35721532,-96.4684375,588,7,0,581,9473.175447075882,1.1904761904761905
US,2021-01-02 05:22:33,43.98772283,-91.78081305,3565,43,0,3522,7061.643292924491,1.20617110799439
US,2021-01-02 05:22:33,45.17297924,-93.96234781,10834,88,0,10746,7829.335800024571,0.8122577072180174
US,2021-01-02 05:22:33,44.71710183,-95.86842453,880,14,0,866,9063.755278607478,1.5909090909090908
US,2021-01-02 05:22:33,31.47669768,-91.35326037,1807,58,0,1749,5887.335874629394,3.2097399003873823
US,2021-01-02 05:22:33,34.88084463,-88.57996173,2235,40,0,2195,6048.2234189375695,1.7897091722595078
US,2021-01-02 05:22:33,31.17467303,-90.80501621,869,23,0,846,7066.764251443442,2.646720368239356
US,2021-01-02 05:22:33,33.08658803,-89.57838564,1751,51,0,1700,9634.642896445472,2.912621359223301
US,2021-01-02 05:22:33,34.81681228,-89.18945516,683,21,0,662,8269.766315534569,3.074670571010249
US,2021-01-02 05:22:33,33.79696941,-90.87372121,3450,95,0,3355,11264.2026903487,2.753623188405797
US,2021-01-02 05:22:33,33.93683395,-89.33686647,1184,17,0,1167,8244.551215096442,1.4358108108108107
US,2021-01-02 05:22:33,33.44834567,-89.91994479,936,18,0,918,9409.872323313562,1.9230769230769231
US,2021-01-02 05:22:33,33.91983202,-88.9481545,1607,37,0,1570,9396.012395486172,2.302426882389546
US,2021-01-02 05:22:33,33.34598242,-89.24809382,526,10,0,516,6406.820950060901,1.9011406844106464
US,2021-01-02 05:22:33,31.97061673,-90.90702196,723,20,0,703,8044.058744993325,2.7662517289073305
US,2021-01-02 05:22:33,32.04158545,-88.68896219999998,1206,58,0,1148,7760.118396499582,4.8092868988391375
US,2021-01-02 05:22:33,33.65358105,-88.77784255,1349,30,0,1319,6983.847587492234,2.223869532987398
US,2021-01-02 05:22:33,34.22772299,-90.60415045,1971,52,0,1919,8908.87723738926,2.638254693049213
US,2021-01-02 05:22:33,31.86977774,-90.44565118,2195,45,0,2150,7821.129520755389,2.050113895216401
US,2021-01-02 05:22:33,31.63225413,-89.55389939,1858,67,0,1791,9969.950633183087,3.606027987082885
US,2021-01-02 05:22:33,34.87625235,-89.99091418,14885,139,0,14746,8048.338695287788,0.9338259993281828
US,2021-01-02 05:22:33,31.18961454,-89.25832496,5292,102,0,5190,7065.703566230957,1.927437641723356
US,2021-01-02 05:22:33,31.47786634,-90.89672989,596,9,0,587,7727.213794891742,1.5100671140939597
US,2021-01-02 05:22:33,30.86259065,-88.64436789,1740,35,0,1705,7102.040816326531,2.0114942528735638
US,2021-01-02 05:22:33,31.21444233,-88.63922281,996,25,0,971,7331.076107757986,2.5100401606425704
US,2021-01-02 05:22:33,33.77036166,-89.80245083,1978,62,0,1916,9528.856344541864,3.134479271991911
US,2021-01-02 05:22:33,30.41830223,-89.48851033,2074,55,0,2019,4354.215653342291,2.651880424300868
US,2021-01-02 05:22:33,30.51359752,-89.12467576,10843,157,0,10686,5210.976547481738,1.4479387623351472
US,2021-01-02 05:22:33,32.2656285,-90.44435448,14118,272,0,13846,6089.544513457557,1.9266185012041368
US,2021-01-02 05:22:33,33.12345854,-90.08923538,1596,65,0,1531,9382.716049382716,4.072681704260652
US,2021-01-02 05:22:33,33.12825718,-90.52252707,739,22,0,717,9164.186507936509,2.976995940460081
US,2021-01-02 05:22:33,32.72531359,-90.97392828,152,4,0,148,11454.40844009043,2.631578947368421
US,2021-01-02 05:22:33,34.27993475,-88.3606733,2322,51,0,2271,9927.319367250962,2.1963824289405687
US,2021-01-02 05:22:33,30.54020656,-88.64184064,8820,159,0,8661,6141.334243160629,1.8027210884353744
US,2021-01-02 05:22:33,32.01922104,-89.11786866,1467,25,0,1442,8954.403955319538,1.7041581458759374
US,2021-01-02 05:22:33,31.73397872,-91.03764977,467,14,0,453,6680.972818311874,2.9978586723768736
US,2021-01-02 05:22:33,31.56884708,-89.82670990000003,766,24,0,742,6883.53702372394,3.133159268929504
US,2021-01-02 05:22:33,31.62257767,-89.16896899999998,5288,97,0,5191,7765.279450204118,1.834341906202723
US,2021-01-02 05:22:33,32.75462946,-88.64105766,666,19,0,647,6836.378567029357,2.8528528528528527
US,2021-01-02 05:22:33,34.35687874,-89.48490961,4289,84,0,4205,7939.798959625317,1.95849848449522
US,2021-01-02 05:22:33,31.20572971,-89.5077704,4162,60,0,4102,6570.576069968268,1.4416146083613648
US,2021-01-02 05:22:33,32.40419769,-88.66229662,4992,171,0,4821,6734.569983136594,3.425480769230769
US,2021-01-02 05:22:33,31.55147224,-90.10841127,919,16,0,903,7301.763864611473,1.7410228509249184
US,2021-01-02 05:22:33,32.7536828,-89.52402044,2069,57,0,2012,9080.136926182744,2.7549540840985984
US,2021-01-02 05:22:33,34.291877500000005,-88.68149954,7758,118,0,7640,9080.48129594082,1.5210105697344676
US,2021-01-02 05:22:33,33.55545125,-90.29900733,2664,101,0,2563,9452.506830358729,3.7912912912912913
US,2021-01-02 05:22:33,31.53288662,-90.45391915,2592,79,0,2513,7589.377214300354,3.0478395061728394
US,2021-01-02 05:22:33,33.47386518,-88.44191529999998,4458,92,0,4366,7608.15769263589,2.063705697622252
US,2021-01-02 05:22:33,32.63389156,-90.03513564,7294,136,0,7158,6863.52002408913,1.8645462023581023
US,2021-01-02 05:22:33,31.23132643,-89.8209217,1775,63,0,1712,7223.375249257315,3.5492957746478875
US,2021-01-02 05:22:33,34.76216286,-89.50299462,2929,63,0,2866,8298.86099620332,2.1509047456469785
US,2021-01-02 05:22:33,33.89236763,-88.4808438,3061,89,0,2972,8683.195279700443,2.907546553413917
US,2021-01-02 05:22:33,33.49419589,-89.61729103,994,31,0,963,10168.797953964196,3.118712273641851
US,2021-01-02 05:22:33,32.75339664,-89.11726492,3032,142,0,2890,10412.803077134418,4.683377308707124
US,2021-01-02 05:22:33,32.40021118,-89.11843336,1631,34,0,1597,7760.015225045199,2.0846106683016554
US,2021-01-02 05:22:33,33.11009499,-88.56949061,959,20,0,939,9206.105404627053,2.085505735140772
US,2021-01-02 05:22:33,33.42491685,-88.87905132,3453,76,0,3377,6963.518664166011,2.2009846510280915
US,2021-01-02 05:22:33,34.36398677,-89.95064249,3236,71,0,3165,9464.202152550304,2.1940667490729298
US,2021-01-02 05:22:33,30.77090935,-89.58677275,2633,81,0,2552,4741.154227064014,3.0763387770603874
US,2021-01-02 05:22:33,31.17161885,-88.99281835,890,30,0,860,7433.391798212645,3.3707865168539324
US,2021-01-02 05:22:33,31.17507789,-90.40392572,2252,71,0,2181,5732.030136428426,3.152753108348135
US,2021-01-02 05:22:33,34.226046000000004,-89.03636807,3196,42,0,3154,9933.486666252253,1.3141426783479349
US,2021-01-02 05:22:33,34.61810501,-88.51986294,2129,42,0,2087,8473.29459523999,1.972757162987318
US,2021-01-02 05:22:33,34.25157572,-90.28908,606,7,0,599,8922.261484098939,1.155115511551155
US,2021-01-02 05:22:33,32.26469147,-89.94537876,8957,168,0,8789,5768.623889844208,1.8756280004465784
US,2021-01-02 05:22:33,32.406704100000006,-89.53789439,2146,40,0,2106,7630.493528658797,1.863932898415657
US,2021-01-02 05:22:33,32.88149103,-90.8159538,390,17,0,373,9025.688498032863,4.358974358974359
US,2021-01-02 05:22:33,31.91282117,-89.91716179,2064,64,0,2000,7742.516317803286,3.10077519379845
US,2021-01-02 05:22:33,32.01744532,-89.50644846,1036,20,0,1016,6509.173159085197,1.9305019305019304
US,2021-01-02 05:22:33,30.79187949,-89.11547539,1202,18,0,1184,6555.4101221640485,1.497504159733777
US,2021-01-02 05:22:33,33.60192578,-90.58882684,2435,61,0,2374,9697.331740342494,2.5051334702258727
US,2021-01-02 05:22:33,33.95339918,-90.1729398,1240,33,0,1207,8979.6509522775,2.661290322580645
US,2021-01-02 05:22:33,34.65133709,-89.94485778,2414,56,0,2358,8523.710320963242,2.31980115990058
US,2021-01-02 05:22:33,34.76872156,-88.90988194,2026,40,0,1986,9202.816261639791,1.974333662388944
US,2021-01-02 05:22:33,34.74023475,-88.23917219,1596,53,0,1543,8234.019501625135,3.3208020050125318
US,2021-01-02 05:22:33,34.64967704,-90.37481167,759,19,0,740,7879.983388704319,2.503293807641634
US,2021-01-02 05:22:33,35.768908300181025,-71.11371388385798,0,0,0,0,5738.940929020448,2.2286991482179874
US,2021-01-02 05:22:33,34.49162015,-89.00776006,2865,42,0,2823,9942.738157209787,1.4659685863874343
US,2021-01-02 05:22:33,31.14971548,-90.10446654,1012,34,0,978,7083.858322833544,3.3596837944664038
US,2021-01-02 05:22:33,32.35810271,-90.83352619,2773,79,0,2694,6110.48676758996,2.84890010818608
US,2021-01-02 05:22:33,33.28392041,-90.94196237,4322,116,0,4206,9843.08456125168,2.683942619157797
US,2021-01-02 05:22:33,31.64135687,-88.69573913,1698,27,0,1671,8413.02085913888,1.5901060070671378
US,2021-01-02 05:22:33,33.61300486,-89.28392912,789,18,0,771,8143.255237898648,2.281368821292776
US,2021-01-02 05:22:33,31.16078225,-91.31018819,533,23,0,510,6176.129779837776,4.315196998123827
US,2021-01-02 05:22:33,33.08747908,-89.03391385,1854,51,0,1803,10325.814536340851,2.750809061488673
US,2021-01-02 05:22:33,34.02824175,-89.70762049999998,1014,33,0,981,8374.628344895937,3.2544378698224854
US,2021-01-02 05:22:33,32.77890365,-90.39656148,2133,50,0,2083,7184.237116874368,2.344116268166901
US,2021-01-02 05:22:33,40.19058551,-92.60078167,1629,4,0,1625,6427.810440752871,0.245549416820135
US,2021-01-02 05:22:33,39.98492163,-94.80163024,1109,14,0,1095,6261.291779584462,1.2623985572587917
US,2021-01-02 05:22:33,40.43238737,-95.42970639,260,5,0,255,5055.4151273575735,1.9230769230769231
